532,Understanding Big Data: Analytics for Enterprise Class Hadoop and Streaming Data 1st edition,Paul Zikopoulos IBM;,,,,,,,,,
533,"Predicting Breast Cancer Survivability Using Data Mining Techniques: Comparing between three modeling tools which are : Artificial neural network, decision trees and logistic regression",Omead Hussain;,11,11,9,,LAP LAMBERT Academic Publishing,9.78E+12,English,,136
534,Laboratory Science with Space Data: Accessing and Using Space-Experiment Data,Daniel Beysens;Luigi Carotenuto;Jack J.W.A. van Loon;,11,9,2,2011,Springer,9.78E+12,English,,215
535,Effective Database Design for Geoscience Professionals,David R. Hoffman;,2,11,,,Pennwell Corp,9.78E+12,English,,263
536,Lectures in E-Commerce,Hannes Werthner;Martin Bichler;,1,10,17,,Springer,9.78E+12,English,Springer Computer Science,216
537,"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics: 9th European Conference, EvoBIO 2011, Torino, Italy, April 27-29, 2011, ... Computer Science and General Issues)",Clara Pizzuti;Marylyn D. Ritchie;Mario Giacobini;,11,4,19,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 6623),183
538,Oracle Automatic Storage Management: Under-the-Hood & Practical Deployment Guide,Nitin Vengurlekar;Murali Vallath;Rich Long;,7,11,5,1,McGraw-Hill Osborne Media,9.78E+12,English,Oracle Press,340
539,"Computer Music Modeling and Retrieval. Genesis of Meaning in Sound and Music: 5th International Symposium, CMMR 2008 Copenhagen, Denmark, May 19-23, ... Applications, incl. Internet/Web, and HCI)",S並_lvi Ystad;Richard Kronland-Martinet;Kristoffer Jensen;,9,8,11,2009,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5493)",285
540,MCITP Self-Paced Training Kit : Designing Database Solutions by Using Microsoft並_並_ SQL Server並_並_ 2005: Designing Database Solutions by Using ... Server 2005,Dejan Sarka;Solid Quality Learning;Adolfo Wiernik;,7,9,12,PAP/CDR/PS,Microsoft Press,9.78E+12,English,Microsoft Press Training Kit,656
541,"Data Warehousing: Concepts, Techniques and Applications",C. S. R. Prabhu;,4,8,15,,Prentice-Hall of India Pvt.Ltd,9.79E+12,English,,156
542,SQL Server Interview Questions and Answers,Pinal Dave;Vinod Kumar;,11,1,1,,Joes 2 Pros International LLC,9.78E+12,English,,210
543,Introducing Microsoft WebMatrix,Laurence Moroney;,11,5,21,1,Microsoft Press,9.78E+12,English,,320
544,"Data Warehousing Strategie: Erfahrungen, Methoden, Visionen ",Reinhard Jung;Robert Winter;,0,9,4,,Springer,9.78E+12,German,Business Engineering,284
545,Oracle Exadata Recipes: A Problem-Solution Approach,John Clarke;,13,1,28,1,Apress,9.78E+12,English,Expert's Voice in Oracle,688
546,Mining the Talk: Unlocking the Business Value in Unstructured Information,Scott Spangler;Jeffrey Kreulen;,7,7,29,1,IBM Press,9.78E+12,English,,240
547,"Microsoft Office PowerPoint 2010: A Case Approach, Introductory ",Linda O'Leary;Christy Parrish;,10,10,28,1,McGraw-Hill/Irwin,9.78E+12,English,O'Leary,304
548,Big Data Application Architecture Q&A: A Problem - Solution Approach,Nitin Sawant;Himanshu Shah;,13,12,17,1,Apress,9.78E+12,English,Expert's Voice in Big Data,172
549,By Foster Provost - Data Science for Business: What you need to know about data mining and data-analytic thinking,Foster Provost;,13,7,17,,O'Reilly Media,,,,
550,"Performance Evaluation: Metrics, Models and Benchmarks: SPEC International Performance Evaluation Workshop, SIPEW 2008, Darmstadt, Germany, June ... / Programming and Software Engineering)",Samuel Kounev;Ian Gorton;,8,7,24,2008,Springer,9.78E+12,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 5119),323
551,OCP: Oracle9I Certification Kit,Chip Dawes;Biju Thomas;Doug Stuns;,2,6,15,Pck,Sybex,9.78E+12,English,,2108
552,Just Hibernate,Madhusudhan Konda;,14,6,22,1,O'Reilly Media,9.78E+12,English,,140
553,Knight's 24-Hour Trainer: Microsoft SQL Server 2008 Integration Services,Brian Knight;Devin Knight;Mike Davis;,9,7,20,1,Wrox,9.78E+12,English,,384
554,Professional Hadoop Solutions,Boris Lublinsky;Kevin T. Smith;Alexey Yakubovich;,13,9,23,1,Wrox,9.78E+12,English,,504
555,Oracle 9i Fundamentals I Exam Cram 2,April Wells;,4,12,13,,Que,9.78E+12,English,,544
556,"Taming Text: How to Find, Organize, and Manipulate It",Grant S. Ingersoll;Thomas S. Morton;Andrew L. Farris;,13,1,24,1,Manning Publications,9.78E+12,English,,320
557,Practical Oracle8i並_並_: Building Efficient Databases,Jonathan Lewis;,0,12,28,1,Addison-Wesley Professional,9.78E+12,English,,672
558,Marquee Series: Microsoft Access 2013,Nita Rutkosky;Denise Seguin;Audrey Rutkosky Roggenkamp;,14,5,30,,"EMC Paradigm,US",9.78E+12,,Marquee Series,256
559,Intelligent Information Agents: The AgentLink Perspective,Matthias Klusch;Sonia Bergamaschi;Pete Edwards;,3,4,28,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 2586),278
560,SAP BW Reporting and Analysis: Key principles of company-wide reporting with SAP BW 3.5,Norbert Egger;Jean-Marie R. Fiechter;Jens Rohlf;,6,4,28,1,SAP PRESS,9.78E+12,English,,578
561,FileMaker Pro 8 Bible,Dennis R. Cohen;Steven A. Schwartz;,6,2,27,,Wiley,9.78E+12,English,Bible (Book 435),902
562,Microsoft SQL Server 2000 DBA Survival Guide,Mark Spenik;Orryn Sledge;,2,10,21,2,Sams Publishing,9.78E+12,English,,1032
563,Dreamweaver MX e-Learning Toolkit: Building Web-Based Training with CourseBuilder,Michael Doyle;,3,3,21,,Wiley,9.78E+12,English,,576
564,Sams Teach Yourself Microsoft SQL Server 2000 in 21 Days,Richard Waymire;Rick Sawtell;,0,9,21,,Sams,9.78E+12,English,Sams Teach Yourself...in 21 Days,800
565,Introducing Microsoft SQL Server 2012,Ross Mistry;Misner Stacia;,14,9,10,,CreateSpace Independent Publishing Platform,9.78E+12,English,,288
566,SAS 9.4 SQL Procedure User's Guide,SAS Institute;,13,7,10,,SAS Institute,9.78E+12,English,,480
567,Data Analysis Using SQL and Excel,Gordon S. Linoff;,7,10,1,1,Wiley,9.78E+12,English,,645
568,SAP BW: A Step-by-Step Guide: A Step-by-Step Guide,Biao Fu Ph.D.;Henry Fu P.E.;,2,8,2,,Addison-Wesley Professional,9.78E+12,English,,480
569,Web 2.0 and Beyond: Principles and Technologies,Paul Anderson;,12,5,15,1,Chapman and Hall/CRC,9.78E+12,English,Chapman & Hall/CRC Textbooks in Computing (Book 7),408
570,"Research and Advanced Technology for Digital Libraries: 10th European Conference, EDCL 2006, Alicante Spain, September 17-22, 2006, Proceedings ... Applications, incl. Internet/Web, and HCI)",Julio Gonzalo;Constantino Thanos;M. Felisa Verdejo;,6,9,13,2006,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 4172)",569
571,SAP R/3 Implementation With ASAP : The Official SAP Guide,Hartwig Brand;,99,1,,,Sybex Inc,9.78E+12,English,,591
572,Data Mining Methods and Models,Daniel T. Larose;,6,1,30,1,Wiley-IEEE Press,9.78E+12,English,,344
573,"Business Intelligence Roadmap: The Complete Project Lifecycle for Decision-Support Applications 1st Edition by Moss, Larissa T., Atre, Shaku published by Addison Wesley ",,100,,,,Addison Wesley,,,,
574,Guide to Computer Network Security,Joseph Migga Kizza;,13,1,3,2nd ed. 2013,Springer,9.78E+12,English,Computer Communications and Networks,521
575,Advances in Knowledge Discovery and Data Mining,Usama M. Fayyad;Gregory Piatetsky-Shapiro;Padhraic Smyth;,96,2,1,,AAAI Press,9.78E+12,English,American Association for Artificial Intelligence,560
576,Object-Oriented Software Engineering: Conquering Complex and Changing Systems,Bernd Bruegge;Allen H. Dutoit;,99,10,28,,Prentice Hall,9.78E+12,English,,553
577,"Database Systems: Design, Implementation, and Management",Peter Rob;Carlos Coronel;,6,1,27,7,Cengage Learning,9.78E+12,English,,696
578,Applied Data Mining for Forecasting Using SAS,Tim Rey MS;Arthur Kordon PhD;Chip Wells PhD;,12,8,13,1,SAS Institute,9.78E+12,English,,336
579,Data Leakage Detection in Relational Database: Information Security,Rupesh S. Mishra;D. K. Chitre;,13,6,21,,LAP LAMBERT Academic Publishing,9.78E+12,English,,68
580,Data Warehouse Toolkit - The Complete Guide to Dimensional Modeling by,n/a;,2,,,,"Wiley, Paperback(2002)",,,,
581,Tomes of Delphi WIN32 Database Developer's Guide,Warren Rachele;,99,7,25,,"Wordware Publishing, Inc.",9.78E+12,English,,365
582,Project Planning and Control Using Oracle Primavera P6 Version 8.3 Eppm Web,Paul E. Harris;,14,6,4,,Eastwood Harris Pty Ltd,9.78E+12,English,,356
583,Instant Pentaho Data Integration Kitchen,Sergio Ramazzina;,13,7,26,,Packt Publishing,9.78E+12,English,,68
584,Professional PHP4 Programming,Deepak Thomas;Wankyu Choi;John Coggeshall;,2,1,,,Apress,9.78E+12,English,Programmer to Programmer,974
585,Oracle ADF Faces Cookbook,Amr Gawish;,14,3,26,,Packt Publishing - ebooks Account,9.78E+12,English,,406
586,"Peer-to-Peer Systems II: Second International Workshop, IPTPS 2003, Berkeley, CA, USA, February 21-22,2003, Revised Papers ",Frans Kaashoek;Ion Stoica;,3,9,29,,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2735),320
587,"Project Planning and Control Using Oracle Primavera P6 Versions 8.1, 8.2 & 8.3 Professional Client & Optional Client",Paul E. Harris;,13,7,3,,Eastwood Harris Pty Ltd,9.78E+12,English,,442
588,"Computational Science - ICCS 2003: International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part II ",Peter M.A. Sloot;David Abramson;Alexander V. Bogdanov;,3,8,5,,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2658),1131
589,"Algorithms and Computation: Third International Symposium, ISAAC '92, Nagoya, Japan, December 16-18, 1992. Proceedings ",Toshihide Ibaraki;Yasuyoshi Inagaki;Kazuo Iwama;,92,12,4,1992,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 650),516
590,"Electronic Healthcare: First International Conference, eHealth 2008, London, September 8-9, 2008, Revised Selected Papers ",Dasun Weerasinghe;,9,2,19,2009,Springer,9.78E+12,English,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering (Book 1)",222
591,Peer-to-Peer Systems and Applications,Ralf Steinmetz;Klaus Wehrle;,5,9,29,2005,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3485)",632
592,Web Analytics: An Hour a Day,Avinash Kaushik;,7,6,5,1,Sybex,9.78E+12,English,,480
593,Oracle9i Web Development,Brad Brown;,1,10,26,2nd,McGraw-Hill Osborne Media,9.78E+12,English,Osborne Oracle Press Series,1120
594,E-Business mit Cloud Computing: Grundlagen | Praktische Anwendungen | verst並__ndliche L並__sungsans並__tze,Thomas Barton;,14,3,8,,Springer Vieweg,9.78E+12,German,IT-Professional,101
595,"Similarity Search and Applications: 6th International Conference, SISAP 2013, A Coru並_a, Spain, October 2-4, 2013, Proceedings ",Nieves Brisaboa;Oscar Pedreira;Pavel Zezula;,13,8,26,,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 8199)",345
596,Concevoir et d並_ployer un data warehouse,Ralph Kimball;Laura Reeves;Marigny Ross-Warren Thornthwaite;,0,10,17,,Eyrolles,9.78E+12,French,,
597,Bayesian Networks and Influence Diagrams: A Guide to Construction and Analysis,Uffe B. Kj並__rulff;Anders L. Madsen;,7,12,18,,Springer,9.78E+12,English,Information Science and Statistics,336
598,PHP & MySQL: The Missing Manual,Brett McLaughlin;,11,12,6,1,Pogue Press,9.78E+12,English,Missing Manual,500
599,Web Archiving,Julien Masan並_並_s;,10,10,18,,Springer,9.78E+12,English,,234
600,Database Design and Relational Theory: Normals Forms and All That Jazz - Common,By (author) C. J. Date;,12,,,,"O'Reilly Media, Inc, USA",,,,278
601,"Advances in Spatial and Temporal Databases: 8th International Symposium, SSTD 2003, Santorini Island, Greece, July 24 - 27, 2003. Proceedings ",Thanasis Hadzilacos;Yannis Manolopoulos;John F. Roddick;,3,8,13,2003,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2750),528
602,Data Warehousing 101 Concepts and Implementation,A. Khan;,10,12,1,,BPB Publications,9.79E+12,English,,
603,Oracle SQL Tuning with Oracle SQLTXPLAIN,Stelios Charalambides;,13,3,18,1,Apress,9.78E+12,English,,317
604,SQL Server and ADO Programming Complete,"Greg Jarboe, Hollis Thomases, Mari Smith, Chris Treadaway Dave Evans;Sybex Inc.;",1,9,4,1,Sybex,9.78E+12,English,,1024
605,Linear Algebra Tools For Data Mining,Dan A Simovici;,12,4,10,,World Scientific Publishing Company,9.79E+12,English,,880
606,Scientific Data Analysis using Jython Scripting and Java,Sergei V. Chekanov;,10,8,20,2010,Springer,9.78E+12,English,Advanced Information and Knowledge Processing,440
607,A REBIRTH FOR CHRISTIANITY,ALVIN KUHN;,11,1,11,,ALVIN KUHN,9.78E+12,,,164
608,The Policy Data Center with Application Centric Infrastructure Architecture: Concepts and Methodology,Lucien Avramov;Maurizio Portolani;,15,1,26,1,Cisco Press,9.78E+12,English,Networking Technology,400
609,"Architecture of Computing Systems - ARCS 2009: 22nd International Conference, Delft, The Netherlands, March 10-13, 2009, Proceedings ",Mladen Berekovic;Christian M並__ller-Schloer;Christian Hochberger;,9,4,7,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5455),259
610,Microsoft並_並_ ADO.NET Step by Step,Rebecca M. Riordan;,2,1,30,1,Microsoft Press,9.78E+12,English,Step by Step Developer,528
611,Data Warehousing: The Ultimate Guide to Building Corporate Business Intelligence,SCN Education B.V.;,1,4,27,,Vieweg+Teubner Verlag,9.78E+12,English,HOTT Guides,336
612,"Parallel Processing and Applied Mathematics: 5th International Conference, PPAM 2003, Czestochowa, Poland, September 7-10, 2003. Revised Papers ",Roman Wyrzykowski;Jack Dongarra;Marcin Paprzycki;,4,4,26,2004,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 3019),1179
613,HTML 3.2 Visual Quick Reference,Dean Scharf;Dean Sharf;,97,1,,,Que,9.78E+12,English,Visual Quick Reference,211
614,Microsoft SQL Server 6 Unleashed,Daniel Woodbeck;Ray Rankins;Jeffrey R. Garbus;,96,3,,,Sams Publishing,9.78E+12,English,Unleashed,1008
615,"Your Office: Microsoft Access 2013, Comprehensive ",Amy S. Kinser;Patti Hammerle;Eric Kinser;,13,6,28,1,Prentice Hall,9.78E+12,English,Your Office for Office 2013,800
616,CouchDB and PHP Web Development Beginner並_並_s Guide,Tim Juravich;,12,6,22,,Packt Publishing,9.78E+12,English,,304
617,Cognos 8 Bi for Consumers,Juan A. Padilla;,7,7,30,,Technology Partners Books,9.78E+12,English,,248
618,Advanced Database Technology and Design,Mario Piattini;,0,8,31,1,Artech Print on Demand,9.78E+12,English,Artech House Computer Library,558
619,Microsoft Access 2007 Data Analysis,Michael Alexander;,7,3,9,1,Wiley,9.78E+12,English,,552
620,PHP and MySQL in Easy Steps,Mike McGrath;,12,12,18,,In Easy Steps Limited,9.78E+12,English,In Easy Steps,192
621,Designing Database Applications with Objects and Rules: The IDEA Methodology,Stefano Ceri;Piero Fraternali;,97,7,10,,Addison Wesley,9.78E+12,English,Series on Database Systems and Applications,600
622,Data Warehousing and E-Commerce,William J. Lewis;,1,6,21,,Prentice Hall PTR,9.78E+12,English,,288
623,"Joe Celko's SQL for Smarties, Fourth Edition: Advanced SQL Programming ",Joe Celko;,10,10,18,4,Morgan Kaufmann,9.78E+12,English,The Morgan Kaufmann Series in Data Management Systems,816
624,COM+ Developer's Guide,John Mueller;,0,2,17,,Mcgraw-Hill Osborne Media,9.78E+12,English,Database Professional Library,487
625,System Administration for Oracle E-Business Suite,Roel Hogendoorn;LearnWorks.nu;,7,10,24,,Lulu.com,9.78E+12,English,,188
626,SAS/ACCESS 9.1 Interface To SAP BW: User's Guide,SAS Institute;,4,4,16,,SAS Institute,9.78E+12,English,,92
627,"Advances in Multimedia Modeling: 17th International Multimedia Modeling Conference, MMM 2011, Taipei, Taiwan, January 5-7, 2011, Proceedings, Part II ... Applications, incl. Internet/Web, and HCI)",Kuo-Tien Lee;Wen-Hsiang Tsai;Hong-Yuan Mark Liao;,10,12,14,2011,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6524)",492
628,Oracle ADF Real World Developer's Guide,Purushothaman Jobinesh;,12,10,22,,Packt Publishing,9.78E+12,English,,590
629,Microsoft Windows 2000 Administrator's Pocket Consultant,William R. Stanek;,2,9,14,2nd ed.,Microsoft Press,,English,Pocket Administrator,560
630,Oracle Performance Tuning,Mark Gurry;Peter Corrigan;,96,11,11,Second Edition,O'Reilly Media,9.78E+12,English,Nutshell Handbooks,966
631,DW 2.0: The Architecture for the Next Generation of Data Warehousing,William H. Inmon;Derek Strauss;Genia Neushloss;,8,7,9,1,Morgan Kaufmann,9.78E+12,English,Morgan Kaufman Series in Data Management Systems,400
632,Finding Source Code on the Web for Remix and Reuse,Susan Elliott Sim;Rosalva E. Gallardo-Valencia;,13,6,18,2013,Springer,9.78E+12,English,,330
633,HTML: Top 100 Simplified Tips & Tricks,Paul Whitehead;,3,8,11,,Visual,9.78E+12,English,Top 100 Simplified: Tips & Tricks,240
634,"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics: 10th European Conference, EvoBIO 2012, M並_並_laga, Spain, April 11-13, 2012, ... Computer Science and General Issues)",Mario Giacobini;Leonardo Vanneschi;William S. Bush;,12,3,28,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 7246),255
635,Enterprise Rails,Dan Chak;,8,11,3,1,O'Reilly Media,9.78E+12,English,,352
636,Build Your Own Database Driven Website Using PHP and MySQL,Kevin Yank;,4,10,11,Third Edition,SitePoint,9.78E+12,English,,373
637,Building Applications with IBM Rational Application Developer and JavaBeans,Colette Burrus;Stephanie Parkin;,8,1,1,2nd,Mc Press,9.78E+12,English,,650
638,Data Mining and Data Warehousing,S. K. Mourya;Shalu Gupta;,12,10,31,,Alpha Science Intl Ltd,9.78E+12,English,,250
639,Data Structures Using Pascal,Aaron M. Tenenbaum;,97,11,4,2,Prentice Hall,9.78E+12,English,Prentice-Hall Software Series,774
640,Programming Entity Framework,Julia Lerman;,9,2,10,1,O'Reilly Media,,English,,832
641,"Advances in Web Intelligence: Second International Atlantic Web Intelligence Conference, AWIC 2004, Cancun, Mexico, May 16-19, 2004. Proceedings ... / Lecture Notes in Artificial Intelligence)",Jesus Favela;Ernestina Menasalvas;Edgar Ch並_並_vez;,4,6,14,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 3034),231
642,Manage Oracle Real Application Clusters 11gR2,Emrah Becer;Consultants Network;,14,6,20,,ConsultantsNetwork,9.78E+12,English,,348
643,Oracle SQL and Introductory PL/SQL,Linda Preece;,3,7,22,1,McGraw-Hill/Irwin,9.78E+12,English,,264
644,"Research and Advanced Technology for Digital Libraries: 6th European Conference, ECDL 2002, Rome, Italy, September 16-18, 2002, Proceedings ",Costantino Thanos;,2,10,3,,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2458),672
645,Sams Teach Yourself Google Analytics in 10 Minutes,Michael Miller;,10,7,18,1,Sams Publishing,9.78E+12,English,Sams Teach Yourself,240
646,"Database Modeling and Design, Third Edition ",Toby J. Teorey;,98,10,23,3,Morgan Kaufmann,9.78E+12,English,The Morgan Kaufmann Series in Data Management Systems,384
647,MOAC Labs Online for Exam 70-432: Microsoft SQL Server 2008 Implementation and Maintenance,Microsoft Official Academic Course;,11,9,6,1,Wiley,9.78E+12,English,,
648,Database Performance Tuning and Optimization: Using Oracle,Sitansu S. Mittra;,2,12,13,2003,Springer,9.78E+12,English,Springer Professional Computing,489
649,"Data Mining the Web: Uncovering Patterns in Web Content, Structure, and Usage",Zdravko Markov;Daniel T. Larose;,7,4,25,1,Wiley-Interscience,9.78E+12,English,,218
650,Practical Hive: A Guide to Hadoop's Data Warehouse System,Scott Shaw;Ankur Gupta;Cindy Gross;,15,5,13,1,Apress,9.78E+12,English,,350
651,Der Aufbau von Data Warehouse-Systemen: Konzeption - Datenmodellierung - Vorgehen,Jan Holthuis;,99,5,1,2.Aufl. 1999,Deutscher Universit並__tsverlag,9.78E+12,German,,250
652,Single Page Web Applications: JavaScript end-to-end,Michael Mikowski;Josh Powell;,13,9,30,1,Manning Publications,9.78E+12,English,,432
653,Sams Teach Yourself SQL in 24 Hours,Ryan Stephens;Ron D. Plew;,2,8,22,3,Sams,9.78E+12,English,,504
654,Tech Mining: Exploiting New Technologies for Competitive Advantage,Alan L. Porter;Scott W. Cunningham;,4,11,4,1,Wiley-Interscience,9.78E+12,English,,408
655,Semistructured Database Design,Tok Wang Ling;Gillian Dobbie;,4,11,19,2005,Springer,9.78E+12,English,Web Information Systems Engineering and Internet Technologies Book Series (Book 1),178
656,Sytems Analysis and Design: A Comprehensive Methodology with Case,Michael L. Gibson;Cary T. Hughes;,95,1,1,,Boyd & Fraser Pub. Co.,9.78E+12,English,,808
657,W4.6: Building and Managing the Meta Data Repository,David Marco;,0,,,,The Data Warehouse Institute,,English,,117
658,Oracle ADF Enterprise Application Development 並__ Made Simple: Second Edition,Sten E. Vesterli;,14,2,19,,Packt Publishing,9.78E+12,English,,432
659,"Information Networking: International Conference, ICOIN 2002, Cheju Island, Korea, January 30-February 1, 2002: Revised Papers, Part 1: Wired Communications and Management ",Ilyoung Chong;,13,10,4,2002,Springer,9.78E+12,English,,729
660,"Real-Time and Embedded Computing Systems and Applications: 9th International Conference, RTCSA 2003, Tainan, Taiwan, February 18-20, 2003. Revised Papers ",Jing Chen;Seongsoo Hong;,4,5,21,,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 2968),626
661,"Data Warehousing: Concepts, Technologies, Implementations, and Management",Harry Singh;,97,9,,,Prentice Hall,9.78E+12,English,,332
662,"Computational Linguistics and Intelligent Text Processing: 11th International Conference, CICLing 2010, Iasi, Romania, March 21-27, 2010, Proceedings ... Computer Science and General Issues)",Alexander Gelbukh;,10,3,18,2010,Springer,9.78E+12,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 6008),760
663,Clustering for Data Mining: A Data Recovery Approach,Boris Mirkin;,5,4,29,1,Chapman and Hall/CRC,9.78E+12,English,Chapman & Hall/CRC Computer Science & Data Analysis (Book 3),296
664,Oracle Shell Scripting: Linux and UNIX Programming for Oracle,Jon Emmons;Donald K. Burleson;Zach Tirrell;,7,5,28,,Rampant Techpress,9.78E+12,English,Oracle In-Focus series,293
665,Microsoft SQL Server High Availability,Paul T. Bertucci;,4,11,15,,Sams,9.78E+12,English,,456
666,Data Warehouse 101 Concepts and Implementation,Arshad Khan;,3,,,,Khan Consulting and Publishing,,,,
667,Programming ColdFusion,Rob Brooks-Bilson;,1,8,13,1,O'Reilly Media,9.78E+12,English,,976
668,A Course in In-Memory Data Management: The Inner Mechanics of In-Memory Databases,Hasso Plattner;,14,6,11,2nd ed. 2014,Springer,9.78E+12,English,,312
669,A Sane Approach to Database Design,Mark Johansen;,8,9,18,,Lulu.com,9.78E+12,English,,198
670,MicrosoftSQL Server 7 For Dummies ),Anthony T. Mann;,98,10,26,,For Dummies,9.78E+12,English,For Dummies (Computer/Tech),359
671,Introducing Microsoft SQL Server 2005 for Developers,Peter DeBetta;,4,11,3,,Microsoft Press,9.79E+12,English,Pro-Developer,268
672,Hacking Happiness: Why Your Personal Data Counts and How Tracking it Can Change the World,John Havens;,14,3,20,,Tarcher,9.78E+12,English,,304
673,"Database and Expert Systems Applications: 8th International Conference, DEXA'97, Toulouse, France, September 1-5, 1997, Proceedings ",A. Hameurlain;A. Min Tjoa;,97,9,19,1997,Springer,9.78E+12,English,Lecture Notes in Computer Science (Book 1308),694
674,SQL,Chris Fehily;,2,7,29,1,Peachpit Press,9.78E+12,English,,424
675,Building and Managing a Cloud Using Oracle Enterprise Manager 12c,Madhup Gulati;Adeesh Fulay;Sudip Datta;,13,2,13,1,McGraw-Hill Osborne Media,9.78E+12,English,Oracle Press,304
676,R-Trees: Theory and Applications,Yannis Manolopoulos;Alexandros Nanopoulos;Apostolos N. Papadopoulos;,5,11,21,2006,Springer,9.78E+12,English,Advanced Information and Knowledge Processing,194
677,Oracle Database 10g Insider Solutions,Arun Kumar;John Kanagaraj;Richard Stroupe;,5,9,2,1,Sams,9.78E+12,English,,528
678,Computer Systems in Logistics and Distribution: A Practical Guide for Management,Keith Taylor;,91,3,30,,Kogan Page Ltd,9.78E+12,English,,230
679,Teradata 12 Certification SQL Study Guide,David Glenday;,11,,,1ST,Cerulium Corporation,9.78E+12,English,,326
680,Oracle Fusion Middleware 11g Architecture and Management,Reza Shafii;Stephen Lee;Gangadhar Konduri;,11,6,6,1,McGraw-Hill Osborne Media,9.78E+12,English,Oracle Press,560
681,"Grid Economics and Business Models: 5th International Workshop, GECON 2008, Las Palmas de Gran Canaria, Spain, August 26, 2008, Proceeedings ",Dirk Neumann;Thomas Fahringer;,8,8,11,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Computer Communication Networks and Telecommunications (Book 5206),236
682,"Digital Exhaust: What Everyone Should Know About Big Data, Digitization and Digitally Driven Innovation ",Dale Neef;,14,12,18,,Pearson FT Press,9.78E+12,English,FT Press Analytics,236
683,The Data Warehousing Handbook,Rob Mattison;,6,9,6,,Lulu.com,9.78E+12,English,,440
684,Oracle 10g Developer: PL/SQL Programming,Joan Casteel;,7,8,15,1,Cengage Learning,9.78E+12,English,,528
685,"Scientific Applications of Grid Computing: First International Workshop, SAG 2004, Beijing, China, September, Revised Selected and Invited Papers ... Computer Science and General Issues)",Maria S. P並_rez;Victor Robles;,8,2,14,,Springer,9.78E+12,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 3458),214
686,TV Content Analysis: Techniques and Applications,Yiannis Kompatsiaris;Bernard Merialdo;Shiguo Lian;,12,3,19,,Auerbach Publications,9.78E+12,English,"Multimedia Computing, Communication and Intelligence",674
687,Beginner SQL Programming Using Microsoft SQL Server,Kalman Toth;,12,9,18,,CreateSpace Independent Publishing Platform,9.78E+12,English,,288
688,Advanced Database Indexing,Yannis Manolopoulos;Yannis Theodoridis;Vassilis Tsotras;,99,11,30,2000,Springer,9.78E+12,English,Advances in Database Systems (Book 17),286
689,Sams Teach Yourself CSS in 24 Hours,Kynn Bartlett;,2,7,10,,Sams,9.78E+12,English,Sams Teach Yourself...in 24 Hours,504
690,Big Data Analytics Strategies for the Smart Grid,Carol L. Stimmel;,14,7,25,1,Auerbach Publications,9.78E+12,English,,256
691,"Digital Heritage: Third International Euro-Mediterranean Conference, EuroMed 2010, Lemessos, Cyprus, November 8-13, 2010. Proceedings ",Marinos Ioannides;Dieter Fellner;Andreas Georgopoulos;,10,10,29,2010,Springer,9.78E+12,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6436)",550
692,"Business Intelligence & Data Warehousing Simplified by Khan, Arshad. ",,11,1,2,,"Mercury Learning & Information,2011",,,,
693,MySQL Management and Administration with Navicat,G並__khan Ozar;,12,9,13,,Packt Publishing,9.78E+12,English,,134
694,Microsoft Office Professional 2013 Plain & Simple,Katherine Murray;,13,2,25,1,Microsoft Press,9.78E+12,English,Plain & Simple,472
