851,"Database and Expert Systems Applications: Proceedings of the International Conference in Valencia, Spain, 1992","A Min Tjoa (Editor), Isidro Ramos (Editor)",92,11,28,,Springer Vienna,9.78E+12,,,546
852,"Database and Expert Systems Applications: 13th International Conference, DEXA 2002, Aix-en-Provence, France, September 2-6, 2002. Proceedings","Abdelkader Hameurlain (Editor), Rosine Cicchetti (Editor), Roland Traunmueller (Editor)",02,10,3,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#2453",954
853,"Database and Expert Systems Applications: 5th International Conference, DEXA'94, Athens, Greece, September 7 - 9, 1994. Proceedings",Dimitris Karagiannis (Editor),94,8,24,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#856",814
854,"Database and Expert Systems Applications: Proceedings of the International Conference in Berlin, Federal Republic of Germany, 1991",Dimitris Karagiannis (Editor),91,7,1,,"Springer-Verlag New York, LLC",9.78E+12,,,570
855,"Database and Expert Systems Applications: 15th International Conference, DEXA 2004, Zaragoza, Spain, August 30-September 3, 2004, Proceedings","Fernando Galindo (Editor), Makoto Takizawa (Editor), Roland Traunmueller (Editor)",04,10,5,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#3180",978
856,"Database and Expert Systems Applications: 6th International Conference, DEXA'95, London, United Kingdom, September 4 - 8, 1995, Proceedings","Norman Revell (Editor), A Min Tjoa (Editor), G. Goos (Editor), J. Hartmanis (Editor), Jan Van Leeuwen (Editor)",95,8,23,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#978",658
857,"Database and Expert Systems Applications: 19th International Conference, DEXA 2008, Turin, Italy, September 1-5, 2008, Proceedings","Sourav S. Bhowmick (Editor), Josef Kung (Editor), Roland Wagner (Editor)",08,9,28,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#5181",853
858,"Database and Expert Systems Applications: 23rd International Conference, DEXA 2012, Vienna, Austria, September 3-6, 2012, Proceedings, Part II","Stephen W. Liddle (Editor), Klaus-Dieter Schewe (Editor), A Min Tjoa (Editor), Xiaofang Zhou (Editor)",12,7,20,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#7447",526
859,"Database and Expert Systems Applications: Fourth International Conference, DEXA '93 Prague, Czech Republic, September 6-8, 1993 Proceedings","Vladimir Marik (Editor), R. R. Wagner (Editor), J. Lazansky (Editor)",94,3,1,,"Springer-Verlag New York, LLC",9.78E+12,,Lecture Notes in Computer Science,783
860,"Database and XML Technologies: 5th International XML Database Symposium, XSym 2007, Vienna, Austria, September 23-24, 2007, Proceedings","Denilson Barbosa (Editor), Angela Bonifati (Editor), Zohra Bellahsene (Editor), Ela Hunt (Editor), Rainer Unland (Editor)",07,10,23,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#4704",144
861,"Database and XML Technologies: 4th International XML Database Symposium, XSym 2006, Seoul, Korea, September 10-11, 2006, Proceedings","Sihem Amer-Yahia (Editor), Zohra Bellahsene (Editor), Ela Hunt (Editor), Rainer Unland (Editor), Jeffrey Xu Yu (Editor)",06,10,5,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#4156",123
862,"Database and XML Technologies: Third International XML Database Symposium, XSym 2005, Trondheim, Norway, August 28-29, 2005, Proceedings","Stephane Bressan (Editor), Stefano Ceri (Editor), Ela Hunt (Editor), Zachary G. Ives (Editor), Zohra Bellahsene (Editor)",05,9,21,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#3671",239
863,Database Application Development and Design,Michael V. Mannino,00,11,28,1,"McGraw-Hill Companies, The",9.78E+12,,,583
864,Database Application Programming with Linux,"Brian Jepson, Ram Sadasiv, Joan Peckham",00,7,17,1,Wiley,9.78E+12,,,528
865,Database Applications: Fast Lane Video Advertising and Marketing News,Daisy L. Stewart,90,1,28,1,McGraw-Hill Higher Education,9.78E+12
866,Database Applications Semantics,L. Mark (Editor),96,10,31,1,Springer US,9.78E+12,,IFIP Advances in Information and Communication Technology Series,624
867,Database Applications Using PROLOG,Robert Lucas,88,10,1,,Prentice Hall Professional Technical Reference,9.78E+12,,Ellis Horwood Books in Computing Science. Series in Computers and Their Applications,159
868,"Database-Assisted Design for Wind: Concepts, Software, and Example for High-Rise Reinforced Concrete Structures",Nist,14,3,17,,CreateSpace Publishing,9.78E+12,,,90
869,Database,Barua Kuntal,13,1,28,,AV Akademikerverlag GmbH & Co. KG.,9.78E+12,,,136
870,Database Basics: Skills Book,"Barbara Spooner, Jay Barracato",98,4,1,,National Science Teachers Association,9.78E+12,,Teach with Databases Ser.,122
871,Database: ECDL - the European PC standard,Bill McTaggart,01,1,29,,Springer London,9.78E+12,,"European Computer Driving Licence Series,#5",118
872,Database: A User's Guide,C. J. Date,83,1,1,,Addison-Wesley,9.78E+12,,Micro Computer Books,320
873,"Database Computers: Concepts, Architecture and Techniques",Stanley Y. W. Su,88,1,1,,"McGraw-Hill Companies, The",9.78E+12,,McGraw-Hill Series in Computer Science,416
874,Database Concepts,David M. Kroenke,02,4,1,1,Pearson,9.78E+12,,,219
875,Database: A Professional's Primer,David H. Kroenke,78,1,1,,Science Research Associates,9.78E+12,,,323
876,Database Design and Development: A Visual Approach,"Raymond Frost, John Day, Craig Van Slyke, John Day, Craig Van Slyke",05,10,28,1,Prentice Hall,9.78E+12,,,528
877,Database Design and Implementation,Daniel Martin,81,1,1,,CENGAGE Learning,9.78E+12,,,144
878,Data Base Design and Implementation,Leszek Maciaszek,89,11,15,,Prentice Hall Professional Technical Reference,9.78E+12,,Prentice Hall Advances in Computer Science Series,350
879,Database Design And Implementation,"Shouhong Wang, Hai Wang",11,5,15,,Universal-Publishers.com,9.78E+12,,,272
880,Database Design and Management using Access,Nick Dowling,00,11,23,1,Cengage Learning EMEA Higher Education,9.78E+12,,,232
881,Database Design and Programming for DB2/400,Paul Conte,96,11,28,1,29th Street Press/NEWS/400 Books,9.78E+12,,,600
882,Database Design and Publishing with FileMaker Pro 4.0,"Jeff Cagne, Jeff Gagne",97,12,11,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,600
883,Database Design and Relational Theory: Normals Forms and All That Jazz,C. J. Date,12,4,24,1,"O'Reilly Media, Incorporated",9.78E+12,,,278
884,"Database Design, Application and Administration",Michael V. Mannino,03,3,31,2,"McGraw-Hill Companies, The",9.78E+12,,,735
885,"Database Design, Application Development, and Administration",Michael V. Mannino,03,3,28,2,"McGraw-Hill Companies, The",9.78E+12,,,735
886,"Database Design, Application Development, and Administration, Sixth Edition",Michael Mannino,14,1,31,6,Chicago Business Press,9.78E+12,,,792
887,Database Design: Applications of Library Cataloging Techniques,David L. Clark,90,5,1,,McGraw-Hill School Education Group,9.78E+12,,,352
888,Database Design for Information Retrieval: A Conceptual Approach,Raya Fidel,87,11,24,1,"Wiley, John & Sons, Incorporated",9.78E+12,,Information Sciences Series,232
889,Database Design for Mere Mortals- With Access,Michael J. Hernandez,13,3,28,,Pearson,9.78E+12
890,Database Design for Smarties: Using UML for Data Modeling,"Robert J. Muller, Muller",99,2,1,1,Elsevier Science,9.78E+12,,Morgan Kaufmann Series in Data Management Systems Series,464
891,Database Design Fundamentals,Michael J. Hernandez,95,8,28,,"Pinnacle Publishing, Incorporated",9.78E+12,,Special Reports,62
892,Database Design Fundamentals,Naphtali Rishe,87,10,1,,Prentice Hall Professional Technical Reference,9.78E+12,,,240
893,Database Design,Gio C. Wiederhold,77,1,1,,McGraw-Hill Higher Education,9.78E+12,,McGraw-Hill Series in Computer Science,658
894,Database Design in Plain English: A Simplified Guide for Anyone to Understand Database Concepts Using a Step-by-Step Approach,Joe Herzog,07,11,25,,"BookSurge, LLC",9.78E+12,,,168
895,Database Design Manual: using MySQL for Windows,Matthew Norman,03,9,9,1,Springer London,9.78E+12,,Springer Professional Computing Series,209
896,Database Design: A Classified and Annotated Bibliography,Maristella Agosti,86,3,13,,Cambridge University Press,9.78E+12,,British Computer Society Monographs in Informatics Series,92
897,Database Design: The Semantic Modeling Approach,Naphtali Rishe,92,3,28,1,"McGraw-Hill Companies, The",9.78E+12,,Database Experts' Series,510
898,Database Design,"Ryan Stephens, Ronald Plew, Ronald R. Plew",00,11,20,,Sams,9.78E+12,,Sams White Book Series,508
899,Database Design Theory,Suzanne L. Leonard,97,3,28,,Palgrave Macmillan,9.78E+12,,,280
900,Database Design with FileMaker Pro for the Mac,Michael Singer,94,3,8,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,294
901,Database Developer's Guide with Delphi 2,Ken Henderson,95,11,1,,Sams,9.78E+12,,SAMS Developer's Guide Ser.,912
902,Database Developer's Guide with Visual C++ 2,"Roger Jennings, Peter Hipson",95,7,12,2,Sams,9.78E+12,,,880
903,Database Development 26 Success Secrets - 26 Most Asked Questions on Database Development - What You Need to Know,Lori Adams,14,3,5,,Emereo Pty Ltd,9.78E+12,,,28
904,Database Development and Management,Lee Chao,05,10,27,1,Taylor & Francis,9.78E+12,,Foundations of Database Design Series,607
905,Database Dictionary for Ethiopian National Ground-Water Database Data Fields: Open-File Report 2007-1099,"United U.S. Department of the Interior (Created by), et al., Eve L. Kuniansky",13,2,11,,BiblioGov,9.78E+12,,,144
906,Database Directions: Beyond Relational Introduction to Distributed Multimedia and Object,James Alan Larson,95,8,28,1,Prentice Hall Professional Technical Reference,9.78E+12,,,288
907,Database Directive,Nuadha Trev (Editor),12,5,18,,International Book Marketing Service Ltd,9.79E+12,,,68
908,"Database Directory, Nineteen Eighty-Seven to Eighty-Eight","Knowledge Industry Publications Staf, American Society for Information and Science Staff (Editor)",86,4,28,,Butterworth-Heinemann,9.78E+12,,,750
909,Database-Driven Web Sites,Kristin Antelman,02,1,28,,CRC Press,9.78E+12,,,133
910,Database-Driven Web Sites,"Joline Morrison, Joline Morrison, Mike Morrison (Joint Author), Morrison Morrison",00,4,28,1,"Course Technology, Inc.",9.78E+12,,Programming Series,431
911,"Database Engineering, 1986","Irv Traiger, IEEE, Society Staff",88,6,1,,IEEE Computer Society Press,9.78E+12,,,227
912,"Database Engineering and Applications Symposium, 1997 International","Bipin C. Desai (Editor), Barry Eaglestone (Editor)",97,8,28,,"Wiley, John & Sons, Incorporated",9.78E+12,,,400
913,Database Engineering and Applications Symposium: 2000 International Conference,,00,1,28,,IEEE Computer Society Press,9.78E+12,,,462
914,"Database Engineering, Volume 8, 1989",KIM WON,90,4,1,,IEEE Computer Society Press,9.78E+12
915,Database Exercises: Solutions Book,Kate Crossley,01,10,28,,Software Publications,9.78E+12,,,156
916,Database Experts' Guide to FOCUS,Joseph Devita,88,5,1,,"McGraw-Hill Companies, The",9.78E+12,,Mcgraw-Hill Computing That Works,416
917,Database Explorations: Essays on the Third Manifesto and Related Topics,"C. J. Date, Hugh Darwen",10,7,6,,Trafford Publishing,9.78E+12,,,548
918,Database for the Tribological Properties of Self-Lubricating Materials,Nasa Technical Reports Server (Ntrs) (Created by),13,8,2,,BiblioGov,9.78E+12,,,24
919,Database: Theory and Practice,"Frank Lars, Lars Frank",88,1,28,1,Addison-Wesley,9.78E+12,,International Computer Science Series,416
920,Database,"Frederic P. Miller, Agnes F. Vandome, John McBrewster",09,11,4,,Alphascript Publishing,9.79E+12,,,66
921,Database Graphics Programming: A Guide for Xbase Developers Using dGE,Jason J. Manger,93,1,1,,"Stobart Davies, Limited",9.78E+12,,,324
922,Database Hacker's Handbook: Defending Database Servers,"Bill Grindlay, David Litchfield, Chris Anley, John Heasman",05,7,28,1,Wiley,9.78E+12,,,532
923,Database History,Ed Mulheren,06,6,23,,"Outskirts Press, Incorporated",9.78E+12,,,208
924,Database Integrity: Challenges and Solutions,"Doorn, Laurn Rivero, Laura C. Rivero (Joint Author)",02,2,28,,IGI-Global,9.78E+12,,,352
925,"Database Issues for Data Visualization: IEEE Visualization '93 Workshop, San Jose, California, USA, October 26, 1993. Proceedings","John P. Lee (Editor), Georges G. Grinstein (Editor)",94,11,15,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#871",229
926,Database IV: Short Course,Dennis P. Curtin,90,3,28,,Prentice Hall Professional Technical Reference,9.78E+12,,Computer Application Software Series,174
927,"Database: Models, Languages, Design",James L. Johnson,97,3,13,1,"Oxford University Press, USA",9.78E+12,,,944
928,Database,"Jesse Russell (Editor), Ronald Cohn (Editor)",12,8,9,,Book on Demand,9.79E+12,,,86
929,Database Law,"Jordan Publishing Limited, Simon Chalton (Editor), Christopher Rees (Editor), Simon Chalton",98,8,1,,"Jordan Publishing, Limited",9.78E+12,,,241
930,Database Machines and Database Management,Esen A. Ozkarahan,85,12,28,,Prentice Hall Professional Technical Reference,9.78E+12,,,576
931,Database Machines and Decision Support Systems: Third Wave Processing,William H. Inmon,91,2,13,,"Wiley, John & Sons, Incorporated",9.78E+12,,,207
932,Database Machines and Knowledge Base Machines,"Masaru Kitsuregawa (Editor), Hidehiko Tanaka (Editor)",88,1,31,1,Springer US,9.78E+12,,"The Springer International Series in Engineering and Computer Science,#43",688
933,"Database Machines: Fourth International Workshop Grand Bahama Island, March 1985","David J. DeWitt (Editor), Haran Boral (Editor)",85,9,28,1,Springer New York,9.78E+12,,,376
934,Database,Malcolm Atkinson,82,1,1,,Elsevier Science & Technology Books,9.78E+12,,Infotech Ser.,623
935,Database Management and Control,"Kenmore S.,Ph.D. Brathwaite",90,8,1,,"McGraw-Hill Companies, The",9.78E+12,,The Database Experts' Series,304
936,Database Management: Principles and Products,"Charles J. Bontempo, Cynthia Maro Saracco",95,8,16,1,Prentice Hall Professional Technical Reference,9.78E+12,,,390
937,Database Management-Csbk.,Mcfadden,90,12,28,,Pearson,9.78E+12
938,Database Management,Database Management Tutorial,90,11,13,,IEEE Computer Society Press,9.78E+12,,,448
939,Database Management,"David Stamper, Wilson Price",90,2,28,1,"McGraw-Hill Companies, The",9.78E+12,,,466
940,Database Management .. dBase IV and SQL - With 3.5"" Disk,Grauer,92,3,28,,"McGraw-Hill Companies, The",9.78E+12
941,Database Management,Elias M. Awad,92,2,28,1,"Course Technology, Inc.",9.78E+12,,,800
942,Database Management for MicroComputers; Design and Implementation,Jan L. Harrington,94,3,28,2,Harcourt,9.78E+12,,,378
943,Database Management,Fred McFadden,94,1,28,4,Addison-Wesley,9.78E+12,,,768
944,Database Management,George Diehr,89,1,28,1,Addison-Wesley,9.78E+12,,,418
945,Database Management,Gordon C. Everest,86,2,1,,"McGraw-Hill Companies, The",9.78E+12,,Mcgraw-Hill Series in Management Information Systems,816
946,Database Management: With Website Development Applications,Greg Riccardi,02,8,28,1,Pearson Education,9.78E+12,,,417
947,Database Management-Images&Dosimeters For Medical Physics Telemedicine,Samba Richard Ndi,11,10,4,,AV Akademikerverlag GmbH & Co. KG.,9.78E+12,,,88
948,Database Management in Science Technology,"John R. Rumble, Viktor E. Hampel",84,3,28,,Elsevier Science,9.78E+12,,,263
949,Database Management: Theory and Application,John C. Shepherd,90,1,28,,McGraw-Hill Higher Education,9.78E+12,,,793
950,Database Management,Ralph B. Bisland Jr.,89,2,1,1,Prentice Hall Professional Technical Reference,9.78E+12,,,560
951,Database Management: An Organizational Perspective,Richard T. Watson,95,10,28,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,592
952,Database Management Systems: Designing and Building Business Applications,Gerald V. Post,01,8,28,2,"McGraw-Hill Companies, The",9.78E+12
953,Database Management Systems Handbook,"Marc H. Levine, Robert Siegel, Jeffery Bruachler, Jeffery Bruachler (Joint Author), Robert Siegel (Joint Author)",02,1,1,1,AMACOM,9.78E+12,,,320
954,"Database Management Systems: Lecture Notebook, ",II-Yoel Song,97,1,28,4,"McGraw-Hill Companies, The",9.78E+12
955,Database Management Systems,"Patricia Ward, George A Dafoulas",06,7,2,1,Cengage Learning EMEA Higher Education,9.78E+12,,Fasttrack Ser.,344
956,Database Management Systems,P.S. Gill,08,1,1,,"I.K. International Publishing House Pvt., Limited",9.79E+12,,,280
957,Database Management Systems,R. A. Frost,84,4,1,,"McGraw-Hill Companies, The",9.78E+12,,,288
958,Database Management Systems,"Raghu Ramakrishnan, Johannes Gehrke",00,8,28,2,McGraw-Hill Osborne,9.78E+12
959,Database Management Using DBase IV and SQL,"Robert T. Grauer, Maryann M Barber",92,1,1,,"McGraw-Hill Companies, The",9.78E+12
960,Database Management Using Micrsoft Access,"John Preston, Robert Ferrett",93,11,28,,Business & Educational Technologies,9.78E+12,,,128
961,Database Management with Paradox 5.0 for Windows,"Edward G. Martin, Charles S. Parker (Other)",97,11,1,95,Dryden Press FL,9.78E+12,,Dryden Exact Ser.,278
962,Database Management,,94,3,1,3,Benjamin-Cummings Publishing Company,9.78E+12
963,Database Manager in Microsoft Basic,Greg Greene,83,1,1,,TAB Books Div of The McGraw-Hill Cos.,9.78E+12,,,166
964,Database Marketing ALS Erfolgsfaktor Moderner Call Center-Konzepte,Annika Schon,02,1,22,,diplom.de,9.78E+12,German,,64
965,Database Marketing and Direct Mail,Robin Fairlie,93,10,28,2,"Kogan Page, Ltd.",9.78E+12,,Marketing and Sales Ser.,192
966,Database Marketing,Axel Hartung,97,12,10,,diplom.de,9.78E+12,German,,132
967,Database Marketing,Florian Weiss,02,12,12,,diplom.de,9.78E+12,German,,116
968,Database Marketing,"Frederic P. Miller, Agnes F. Vandome, John McBrewster",09,12,10,,Alphascript Publishing,9.79E+12,,,80
969,Database Marketing Im Finanzdienstleistungssektor,Nadine Geb Schumacher,01,5,3,,diplom.de,9.78E+12,German,,42
970,Database Marketing: Analyzing and Managing Customers,"Robert C. Blattberg, Byung-Do Kim, Scott A. Neslin",08,1,28,1,Springer New York,9.78E+12,,"International Series in Quantitative Marketing,#18",872
971,Database Marketing Strategy and Implementation,"Robert Shaw, Merlin Stone",91,1,4,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,224
972,"Database: Enterprise, Skills and Innovation: 22nd British National Conference on Databases, BNCOD 22, Sunderland, UK, July 5-7, 2005, Proceedings","Mike Jackson (Editor), David Nelson (Editor), Sue Stirk (Editor)",05,8,22,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#3567",185
973,Database Mining. Propositionalization For Knowledge Discovery In Relational Databases,Mark-Andre Krogel,08,5,9,,VDM Verlag Dr. Mueller e.K.,9.78E+12,,,204
974,Database Model,Terrence James Victorino (Editor),11,8,12,,Log Press,9.79E+12,,,140
975,Database Modeling and Design: The Entity-Relationship Approach,Toby J. Teorey,92,11,13,,Elsevier Science & Technology Books,9.78E+12,,Morgan Kaufmann Series in Data Management Systems,267
976,Database Modeling in a PC Environment,Bradley Dyck Kliewer,94,2,20,,Random House Information Group,9.78E+12,,Bantam Professional Books Series,336
977,Database Modeling with Microsoft Visio for Enterprise Architects,"Terry Halpin, Ken Evans, Pat Hallock, Bill Maclean, Pat Hallock",03,8,1,1,Elsevier Science,9.78E+12,,Morgan Kaufmann Series in Data Management Systems Series,425
978,Database Normalization,"Jesse Russell (Editor), Ronald Cohn (Editor)",12,4,13,,Book on Demand,9.79E+12,,,150
979,Database of Antistatics,George Wypych,13,9,23,2,Elsevier Science,9.78E+12
980,"Database of Competencies for Business Curriculum Development, K-14",National Business Education Association (Editor),87,1,1,,Natl Busn,9.78E+12,,,264
981,Database of Piano Chords: An Engineering View of Harmony,"Ana M. Barbancho, Isabel Barbancho, Lorenzo J. Tardon, Emilio Molina",13,6,30,1,Springer New York,9.78E+12,,SpringerBriefs in Electrical and Computer Engineering Series,60
982,Database of Prompt Gamma Rays from Slow Neutron Capture for Elemental Analysis,Iaea,07,3,31,,Renouf Pub Co Ltd,9.79E+12
983,Database Ownership And Copyright Issues Among Automated Library Networks,Janice Franklin,93,1,1,,"ABC-CLIO, Incorporated",9.78E+12,,Contemporary Studies in Information Management Series,204
984,"Database Partitioning, Table Partitioning, and MDC for DB2 9",Whei-Jen Chen,07,1,1,,I B M,9.78E+12,,,252
985,"Database Performance Tuning Handbook, with CD-ROM",Jeff Dunham,97,12,1,,"McGraw-Hill Companies, The",9.78E+12,,Data Management Series,778
986,Database Performance Tuning on AIX,Budi Darmawan,03,1,28,2,I B M,9.78E+12,,IBM Redbooks,516
987,Database Principles and Design,Colin Ritchie,08,4,16,3,Cengage Learning EMEA Higher Education,9.78E+12,,,544
988,Database Principles for Personal Computers,Richard F. Walters,87,7,1,,Prentice Hall Professional Technical Reference,9.78E+12,,,304
989,"Database Principles: Fundamentals of Design, Implementation, and Management",Stephen Morris,12,4,28,,South Western Educational Publishing,9.78E+12
990,Database Pro,Kalman Toth,13,2,9,,CreateSpace Publishing,9.78E+12,,,396
991,"Database Processing: Fundamentals, Modeling, Applications",David M. Kroenke,77,1,1,,Science Research Associates,9.78E+12,,,416
992,Database Processing for Microcomputers,"David Kroenke, Donald Nilson",86,1,1,,Science Research Associates,9.78E+12,,,347
993,Database Processing,Kroenke,94,11,1,5,Pearson Publications,9.78E+12
994,Database Processing - with Microsoft SQL Server - with CD,David Kroenke,01,11,28,8,Pearson Education,9.78E+12
995,"Database Programming Languages: Proceedings of the Fourth International Workshop on Database Programming Languages - Object Models and Languages, Manhattan, New York City, USA, 30 August-1 September 1993","Catriel Beeri (Editor), Atsushi Ohori (Editor), Dennis Shasha (Editor), British Computer Society Staff (Contribution by)",94,2,24,,Springer London,9.78E+12,,Workshops in Computing Series,438
996,"Database Programming Languages: 10th International Symposium, DBPL 2005, Trondheim, Norway, August 28-29, 2005, Revised Selected Papers","Gavin Bierman (Editor), Christoph Koch (Editor)",06,1,23,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series,#3774",298
997,"Database Programming Languages: 9th International Workshop, DBPL 2003, Potsdam, Germany, September 6-8, 2003, Revised Papers","Georg Lausen (Editor), Dan Suciu (Editor)",04,3,19,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#2921",286
998,"Database Programming Languages: Proceedings of the Fifth International Workshop on Database Programming Languages, Gubbio, Umbria, Italy, 6-8 September 1995","Paolo Atzeni (Editor), Val Tannen (Editor), British Computer Society Staff",96,8,28,,"Springer-Verlag New York, LLC",9.78E+12,,Electronic Workshops in Computing Series,20
999,Database Programming with C#,"Carsten Thomsen, Manohar Kamath (Foreword by)",02,4,10,1,Apress,9.78E+12,,,696
1000,Database Programming with Visual Basic .NET,Carsten Thomsen,02,10,16,2,Apress,9.78E+12,,.NET Developer Series,984
1001,Database Projects for Advanced Level,"Graham Bell, Ian Rendell",01,8,31,,Hodder & Stoughton Educational Division,9.78E+12,,,301
1002,Database Projects,M. A. Sherif,88,1,28,,Prentice Hall Professional Technical Reference,9.78E+12,,Computers and Their Applications Ser.,138
1003,Database Publishing with FileMaker Pro on the Web,"Maria L. Langer, Corbin Collins (Editor)",98,4,3,,Peachpit Press,9.78E+12,,On the Web Series,440
1004,Database Sampling To Support The Development Of Information Systems - Building Database Prototypes To Increase The Quality Of Software Development Processes,Jesus Bisbal,08,12,29,,VDM Verlag,9.78E+12,,,164
1005,Database Schema Design And Management,Sanjay Kumar Jain,12,5,6,,AV Akademikerverlag GmbH & Co. KG.,9.78E+12,,,188
1006,"Database Schema Evolution and Meta-Modeling: 9th International Workshop on Foundations of Models and Languages for Data and Objects FoMLaDO/DEMM 2000 Dagstuhl Castle, Germany, September 18-21, 2000 Selected Papers","Herman Balsters (Editor), Bert de Brock (Editor), Stefan Conrad (Editor)",01,6,28,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#2065",250
1007,Database Security,"Alfred Basta, Melissa Zgola",11,7,12,1,Cengage Learning,9.78E+12,,,320
1008,Database Security and Integrity,"Eduardo B. Fernandez, Rita C. Summers, Christopher Wood",81,5,1,,Addison-Wesley,9.78E+12,,IBM Systems Programming Ser.,288
1009,Database Security: Status and Prospects,"Bhavani M. Thuraisingham (Editor), C.E. Landwehr (Editor)",93,3,28,6,Elsevier Science & Technology Books,9.78E+12,,IFIP Transactions Series,398
1010,"Database Security: Status and Prospects: Results of the IFIP Wg11.3 Workshop, Kingston, Ontario, Canada, 5-7 October 1988",Carl E. Landwehr (Editor),89,8,28,,Elsevier Science & Technology Books,9.78E+12,,,282
1011,Database Security,"Silvana Castano, Silvana Castano, Giancarlo Martella (Author/Contributor Not Applicable), Maria Grazia Fugini, Pierangela Samarati",94,6,15,1,Addison-Wesley,9.78E+12,,ACM Press Series,480
1012,"Database Security: Status and Prospects: Results of the IFIP WG 11.3 Workshop on Data Base Security, Lake Guntersville, Alabama, U. S. A., 12-15 September, 1993","Thomas F. Keefe (Editor), Carl E. Landwehr (Editor)",94,4,28,,Elsevier Science & Technology Books,9.78E+12,,IFIP Transactions Series,374
1013,Database Security XI: Status and Prospects,"T.Y. Lin (Editor), Shelly Qian (Editor)",98,1,31,1,Springer US,9.78E+12,,IFIP Advances in Information and Communication Technology Series,396
1014,Database Security XII: Status and Prospects,Sushil Jajodia (Editor),99,4,30,1,Springer US,9.78E+12,,"IFIP Advances in Information and Communication Technology Series,#14",296
1015,"Database Security: Finding out when Your Information Has Been Compromised: Hearing before the Subcommittee on Terrorism, Technology, and Homeland Security of the Committee on the Judiciary, United States Senate, One Hundred Eighth Congress, F",,04,1,28,,United States Government Printing Office,9.78E+12,,,52
1016,"Database Semantics: Proceedings of the IFIP WG 2.6 Working Conference, Hasselt, Belgium, 7-11 January 1985","T. B. Steel,Jr. (Editor), R. A. Meersman (Editor)",86,1,28,,Elsevier Science & Technology Books,9.78E+12,,,324
1017,Database Sockets and Web Application Development: Papers and Presentations,Patrick M. Benson,12,7,29,,CreateSpace Publishing,9.78E+12,,,266
1018,Database Solutions: A Step by Step Guide to Building Databases,"Thomas Connolly, Carolyn Begg",99,12,23,1,Addison-Wesley,9.78E+12,,Database Solutions Series,256
1019,Database Step-by-Step,Mark L. Gillenson,89,12,28,2,"Wiley, John & Sons, Incorporated",9.78E+12,,,394
1020,Database Support for Software Engineering,A. W. Brown,89,11,17,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,194
1021,Database Support for Workflow Management: The WIDE Project,"Paul Grefen (Editor), Barbara Pernici (Editor), Gabriel Sanchez (Editor)",99,3,31,1,Springer US,9.78E+12,,"Springer International Series in Engineering and Computer Science,#491",278
1022,Database Sys with Dbase Place Code,Thomas M. Connolly,04,6,10,4,Addison Wesley,9.78E+12,,,1400
1023,Database Syst,Jamie Pratt,87,1,1,,"Course Technology, Inc.",9.78E+12
1024,Database System Concepts,Henry F. Korth,86,1,1,,"McGraw-Hill Companies, The",9.78E+12,,McGraw-Hill Advanced Computer Science Ser.
1025,Database System Concepts,Strayer University,10,4,28,,McGraw-Hill Custom,9.78E+12
1026,Database System Implementation,"Hector Garcia-Molina, Jeffrey D. Ullman, Jennifer Widom, Jennifer D. Widom, Jeffrey D. Ullman",99,5,28,1,Prentice Hall,9.78E+12,,,653
1027,"Database Systems 98: Proceedings of the 9th Australasian Database Conference - ADC'98 Perth, 2-3 February 1998",Chris McDonald,98,1,1,1,"Springer-Verlag New York, LLC",9.79E+12,,,250
1028,"Database Systems: Concepts, Management and Application","Alden Lorents, James Morgan",97,12,28,1,Harcourt College Publishers,9.78E+12,,Dryden Press Series in Information Systems Ser.,736
1029,Database Systems and Applications: Mathematical Applications,Dr V. Vasu Creatspace,14,2,26,,CreateSpace Publishing,9.78E+12,,,168
