868,Lulla,of Birdland: The Autobiography of George Shearing,,,Bloomsbury Academic,9780826417244,02/25/2005,272,5.40(w) x 8.70(h) x 0.80(d),1816,,,,,,
869,The Life of St. Teresa of Jesus: Autobiography,Teresa of Jesus,,,limovia.net,9781783360826,01/13/2014,,,2389,,,,,,
870,Hizzy: The Autobiography of Steve Hislop,Steve Hislop,,,HarperCollins Publishers,9780007438310,10/25/2012,400,,829,,,$7.99,,$7.99,
871,Autobiography of My Hungers,Rigoberto Gonz�lez,,,University of Wisconsin Press,9780299292539,05/06/2013,64,,2027,,,,$18.19,$10.49,
872,Red Autobiographies: Initiating the Bolshevik Self,Igal Halfin,,,University of Washington Press,9780295991122,02/07/2011,206,6.00(w) x 8.90(h) x 0.60(d),2010,,,,,,
873,Pioneering History on Two Continents: An Autobiography,Bruce F Pauley,,,Potomac Books Inc.,9781612346984,07/15/2014,,,786,,,,$30.13,$22.99,
874,Unbreakable: The Autobiography of the Life of Susan Stewart,Susan Stewart,,,Conclusio,9780993842030,04/09/2015,130,5.25(w) x 8.00(h) x 0.28(d),2871,,,,,,
875,Up from Slavery: an Autobiography,Washington Booker T. 1856-1915,,,HardPress Publishing,9781313377201,01/28/2013,356,6.00(w) x 9.00(h) x 0.74(d),1471,,,,,,
876,Story of a Soul (l'Histoire d'une Ame): The Autobiography of St. Therese of Lisieux,St. Therese of Lisieux,,,New Century Books,2940012567307,11/04/2010,,,2476,6,3.5,$7.03,,$0.99,
877,The Autobiography of Jesus X,Ross Allaire,,,Lulu.com,9781312316447,01/08/2015,,,2714,,,$19.99,$39.99,$1.99,
878,Autobiography of a One-Year-Old,Rohan Candappa,,,Random House Publishing Group,9780307481771,12/10/2008,288,,2043,6,4.5,$9.59,,$8.99,
879,Chris Hoy: The Autobiography,Chris Hoy,,,HarperCollins Publishers,9780007343737,10/15/2009,320,,3243,,,$9.99,,$9.99,
880,An Autobiography,R. G. Collingwood,,,Read Books Ltd.,9781473396005,07/07/2014,178,,976,,,$27.45,,$5.49,
881,The Inner Sole...a fictional autobiography,C G Wesley MD,,,James Wallace,2940016391557,03/24/2013,,,3632,,,$14.99,,$1.99,
882,Things I Couldn't Tell My Mother: My Autobiography,Sue Johnston,,,Ebury Publishing,9781409034698,09/01/2011,352,,2798,,,$13.50,,$10.49,
883,Anyone Can DJ: An autobiography about the power of decisions,Dan Van Casteele,,,22 Lions,2940151684330,02/20/2015,,,3197,,,,,$2.99,
884,Autobiography of Goethe,Johann Wolfgang von Goethe,,,Sheba Blake Publishing,9789635276400,07/23/2015,,,1087,,,$19.95,,$3.99,
885,Wild Ivy: The Spiritual Autobiography of Zen Master Hakuin,Hakuin,,,"Shambhala Publications, Inc.",9780834823198,07/26/2011,192,,541,,,$19.23,,$10.49,
886,Tony Southgate From Drawing Board to Chequered Flag: The Autobiography of One of Motorsport's Most Prolific and Versatile Racing Car Designers,Tony Southgate,,,Motor Racing Publications,9781899870820,09/15/2010,256,8.80(w) x 10.80(h) x 0.80(d),2198,,,,,,
887,"Deliverance from Error: Five Key Texts Including His Spiritual Autobiography, Al-Munqidh Min Al-Dalal",Abu Hamid Muhammad al-Ghazali,,,"Fons Vitae of Kentucky, Incorporated",9781887752275,01/28/2004,334,6.00(w) x 9.00(h) x 0.94(d),2712,,,$27.07,,,
888,Jack Tar's Story: The Autobiographies and Memoirs of Sailors in Antebellum America,Myra C. Glenn,,,Cambridge University Press,9781107693258,07/17/2014,208,5.98(w) x 9.02(h) x 0.47(d),3245,,,,,,
889,The Kindness of Strangers: The Autobiography,Kate Adie,,,"Headline Book Publishing, Limited",9780755310739,06/01/2003,448,5.00(w) x 7.70(h) x 1.20(d),327,,,$13.58,,,
890,Hands and Heals The Autobiography,Ian Healy,,,HarperCollins Publishers,9780730450344,03/01/2011,256,,2858,,,,,,
891,Journey to Mindfulness: The Autobiography of Bhante G.,Henepola Gunaratana,Jeanne Malmgren,,Wisdom Publications MA,9780861713479,07/10/2005,272,5.98(w) x 8.96(h) x 0.71(d),1470,1,5.0,$13.60,$11.41,$13.99,
892,"My History, Not Yours: The Formation of Mexican American Autobiography / Edition 1",Genaro M. Padilla,,,University of Wisconsin Press,9780299139742,01/28/1994,224,6.00(w) x 9.00(h) x 0.80(d),2289,,,,,,
893,Funny Peculiar: The Autobiography,Will Young,,,"Little, Brown Book Group",9781405517652,10/11/2012,,,3000,,,$25.95,,$6.99,
894,The Autobiography of an Idea,Louis H. Sullivan,,,Dover Publications,9780486202815,06/22/2009,384,5.43(w) x 7.99(h) x 0.76(d),170,,,$14.95,,$10.49,
895,The Autobiography of Jesus Christ,Neil Elliott,,,Neil Elliott,2940011411359,07/18/2011,,,832,,,$1.99,,$1.99,
896,"The Autobiography of Malcolm X,",Malcolm X & Alex Haley Summary & Study Guide,,,BookRags.com,2940013228962,11/01/2011,,,1473,,,,,,
897,The Autobiography of Vivian,Sherrie Krantz,,,Random House Publishing Group,9780345454843,06/25/2002,304,,1795,18,4.1,$2.99,,$2.99,
898,Ba,Zeke: Rescue Mission: The diary of a chicken jockey,book 3 (an unofficial Minecraft autobiography),,CreateSpace Publishing,9781512164022,05/13/2015,88,5.00(w) x 8.00(h) x 0.21(d),1464,,,,,,
899,A Fart In a Colander: The Autobiography,Roy Hudd,,,Michael O'Mara Books,9781843176343,02/25/2011,,,3699,,,$8.49,,$8.49,
900,Out Of The Briars - An Autobiography And Sketch Of The Twenty-Ninth Regiment - Connecticut Volunteers,A. H. Newton,,,Read Books Ltd.,9781473387331,04/16/2013,300,,658,,,$13.97,,$2.99,
901,This Is Me: The Autobiography,Ian Thorpe,,,Simon &amp; Schuster Australia,9780731815739,10/24/2012,336,,419,,,,$27.38,$10.99,
902,With Head And Heart,Howard Thurman,,,Houghton Mifflin Harcourt,9780156976480,10/14/1981,298,5.20(w) x 7.90(h) x 0.80(d),2330,1,5.0,$16.37,,$9.99,
903,Benjamin Franklin: My Autobiography,Benjamin Franklin,,,The St. George Press,2940016734408,05/30/2013,165,,3613,,,,,$5.29,
904,Autobiography of an American Orphan,Walter James,,,Strategic Book Publishing,2940148243519,01/21/2014,268,,2108,86,4.7,$14.51,$31.50,$9.99,
905,The Autobiography of a Granada Cat as told to Harley White,Harley White,,,Harley White,2940046053937,06/30/2014,,,312,2,5.0,$34.99,,$4.95,
906,Autobiography of an Electron,Charles R. Gibson,,,Charles R. Gibson,9786051766690,07/03/2015,,,2879,,,,,,
907,"History: The Legacy Of Columbus ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Famous Explorers,World History,American History,Resounding Wind Publishing,2940149993239,12/16/2014,,,1212,1,5.0,,,,
908,FROM A TO BIBA: The Autobiography of Barbara Hulanicki,Barbara Hulanicki,,,V&amp;A Publishing,9781851776696,06/04/2007,182,,3623,,,$15.95,,$7.99,
909,Daughters and Rebels: An Autobiography,Jessica Mitford l Summary & Study Guide,,,BookRags.com,2940013127081,08/18/2011,,,2897,,,,,,
910,Johann Wolfgang Von Goethe Classics: Autobiography Truth and Fiction Relating to My Life,Johann Wolfgang Von Goethe,,,Lulu.com,9781105749797,05/11/2012,,,3612,3,5.0,,,,
911,The Last of the Dinosaurs: An Autobiography,William L. Otto,,,"iUniverse, Incorporated",9781491752678,01/15/2015,286,,2609,,,$19.95,$29.95,$3.99,
912,With Sabre and Scalpel; the Autobiography of a Soldier and Surgeon,John A. Wyeth,,,Waxkeep Publishing,9781681052830,11/24/2014,,,1995,,,$24.32,,$0.99,
913,Ella Elgar Bird Dumont: An Autobiography of a West Texas Pioneer,Ella Elgar Bird Dumont,,,University of Texas Press,9780292772151,07/03/2014,272,,412,,,$25.00,,$14.49,
914,Study Guide: Murder to Excellence Growth and Development for the Millennial Generation: The Autobiography of Wallace 'Gator' Bradle,Terri Marsh Bradley,Safiya D. Hoskins Ph. D.,,Ubiquitous Press,9780692281703,08/26/2014,26,6.00(w) x 9.00(h) x 0.05(d),2542,,,,,,
915,That Untravelled World: An Autobiography,Eric Shipton,,,"Mountaineers Books, The",9781594858987,02/24/2015,304,,2275,,,$18.84,,$11.49,
916,"The Biography and Autobiography of Sherlock Holmes: Being a one volume, two book edition of My Brother, Sherlock and Montague Notations",Sherlock Holmes,Mycroft Holmes,,CreateSpace Independent Publishing Platform,9781491036860,09/04/2013,240,5.00(w) x 8.00(h) x 0.55(d),757,,,,,,
917,"The Autobiographies of Frederick Douglass: Narrative of the Life of Frederick Douglass an American Slave, My Bondage and My Freedom, and The Life and Times of Frederick Douglass (Illustrated with TOC and Original Commentary)",Frederick Douglass,,,Charles River Editors,2940012945143,06/10/2011,,,3303,,,,,,
918,On Reflection: An Autobiography,Helen Hayes,Sandford Dody,,M. Evans &amp; Company,9781590772904,03/03/2014,271,,3176,,,$16.95,,$8.49,
919,Autobiography of a Repaired Physician: Mental Health As Seen From Both Sides,Prospero Shimshon Shimon MD,,,Xlibris Corporation,9781462807253,01/29/2011,,,1412,,,$23.99,,$8.49,
920,Savage!: The Robbie Savage Autobiography,Janine Self,Robbie Savage,,"Mainstream Publishing Company, Limited",9781907195631,01/18/2011,256,,3002,,,$14.22,,$15.99,
921,"I Came, I Saw: An Autobiography",Norman Lewis,,,Open Road Media,9781480433328,07/30/2013,391,,911,,,,,,
922,No Destination: Autobiography of a Pilgrim,Satish Kumar,,,UIT Cambridge,9780857842626,04/01/2015,344,,3220,,,,$29.99,$11.99,
923,The Autobiography of Frau Adolf Hitler,Frank Sanello,,,CreateSpace Publishing,9781477581728,06/22/2012,252,6.00(w) x 9.00(h) x 0.53(d),1727,,,,,,
924,Stella's Girl,Evelyn Decker,,,"iUniverse, Incorporated",9780595427260,04/01/2009,108,6.00(w) x 9.00(h) x 0.26(d),3590,,,$12.95,$22.95,$6.49,
925,Autobiography Keller Paul Madere in Words And Pictures,Keller P. Madere,,,AuthorHouse,9781496948502,11/06/2014,160,,1,,,$15.84,,$3.99,
926,Steps Along the Way: A Spiritual Autobiography,Diogenes Allen,,,Church Publishing Inc.,9780898697254,03/01/2002,120,,872,,,$16.00,,$9.99,
927,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent,Georgie Anne Geyer,,,Garrett County Press,9781891053160,08/16/2011,372,,883,,,$46.95,,$8.49,
928,Country Music's Jim Owen: An Amazing Life (An Unauthorized Autobiography),Jim Owen,,,Booktrope,2940148620297,07/18/2013,234,,375,,,$14.95,$32.95,$2.99,
929,I'll No Tell You Again: My Autobiography,Tony Roper,,,Black &amp; White Publishing,9781845028954,10/23/2014,256,,728,,,,$25.00,$10.49,
930,Autobiography Of Mark Twain - Abridged Edition,Mark Twain,,,KRE,9781608429943,12/14/2010,600,6.00(w) x 9.00(h) x 1.33(d),844,,,,,,
931,"His Majesty, the Queen: An Autobiography",Frank Marino,,,"His Majesty, the Queen",9780692284377,09/05/2014,210,5.50(w) x 8.50(h) x 0.44(d),1740,,,$14.99,,,
932,Butler's Book: Autobiography and Personal Reminiscences of Major-General Benjamin Butler,Benjamin Butler,,,Waxkeep Publishing,9781681053141,11/21/2014,,,2031,,,,,$0.99,
933,Autobiography: The Big Sea (The Collected Works of Langston Hughes),Joseph McLaren,Langston Hughes,,University of Missouri Press,9780826214102,09/28/2002,288,6.00(w) x 9.00(h) x 1.20(d),3337,,,,,,
934,"Works of Anthony Trollope: (50+ works). Includes The Way We Live Now, Barchester Towers, The Warden, The Small House at Allington, Palliser Novels, Chronicles of Barsetshire, An Eye for an Eye and MORE",Anthony Trollope,,,MobileReference,9781607785293,07/01/2010,,,2148,19,3.0,,,$5.49,
935,The Autobiography of an ExtraTerrestrial Saga: Waking Thyron,Craig Campobasso,,,AuthorHouse,9781496953407,12/11/2014,484,,124,,,$24.74,$34.61,$8.99,
936,The Days of My Life : An Autobiography In Two Volumes,H. Rider Haggard,,,H. Rider Haggard,9786050311280,07/03/2014,,,1662,,,,,,
937,"The Gift of Stories: Practical and Spiritual Applications of Autobiography, Life Stories, and Personal Mythmaking / Edition 1",Robert Atkinson,,,"ABC-CLIO, Incorporated",9780897894432,05/30/1995,168,6.14(w) x 9.21(h) x 0.36(d),3511,,,,,,
938,"Autobiography of Mark Twain, Vol. 3",Mark Twain,Grover Gardner,,"Blackstone Audio, Inc.",9781504637169,10/15/2015,,5.70(w) x 6.60(h) x 2.00(d),2241,,,,,,$44.95
939,Cash: The Autobiography Lesson Plans,BookRags,,,BookRags.com,2940014872287,08/12/2012,,,503,,,,,,
940,Twenty-Five - An Autobiography,Beverley Nichols,,,Read Books Ltd.,9781447487074,04/16/2013,260,,2408,,,$29.99,$40.95,$5.49,
941,The Autobiography of St Ignatius,Ignatius of Loyola,,,CreateSpace Publishing,9781511845298,04/22/2015,64,6.00(w) x 9.00(h) x 0.13(d),2531,,,,,,
942,My Diabetic Soul - An Autobiography,A. K. Buckroth,,,A. K. Buckroth,2940016321042,02/02/2010,357,,3201,,,,,,
943,Cash: The Autobiography,Johnny Cash l Summary & Study Guide,,,BookRags.com,2940012926401,06/03/2011,,,337,,,,,,
944,The Autobiography of Madame Guyon,Guyon,Jeanne Marie Bouvier de la Motte,,Quality Classics,2940011987762,11/30/2010,,,491,,,,,,
945,In Where it Hurts: My Autobiography,Bryan Gunn,,,Vision Sports Publishing,9781909534421,02/20/2015,360,,3079,,,$4.49,,$4.49,
946,Autobiography of Old Claib Jones,James Claybourn Jones,,,Lulu.com,9781257226252,11/16/2011,,,1758,,,,,,
947,My Life of Love and Truth: A Spiritual Autobiography,Barry Long,,,"Long, Barry Books",9781899324194,06/30/2013,354,5.90(w) x 8.90(h) x 0.90(d),975,,,,,,
948,The Real Deal: The Autobiography of Britain's Most Controversial Media Mogul,Richard Desmond,,,Random House,9781473518544,06/18/2015,352,,2895,,,,$35.84,$17.99,
949,In My Own Words: The Autobiography,Paul Galvin,,,Transworld Publishers Limited,9781473509740,10/30/2014,272,,2757,,,$15.33,,$8.99,
950,Face to Face: An Autobiography,Ved Mehta,,,"Penguin Books, Limited",9789351185727,12/15/2013,,,1928,,,,$16.98,$16.98,
951,The Log-Cabin Lady - An Anonymous Autobiography,MVB E-Books,,,MVB E-Books,9783655063231,01/01/2010,,,1330,,,,,,
952,My Fight For Irish Freedom: Dan Breen's Autobiography,Dan Breen,,,"Mercier Press, Limited, The",9781781170281,01/01/1981,208,,1304,1,5.0,$15.03,,$8.49,
953,Weeds in Bloom: Autobiography of an Ordinary Man,Robert Newton Peck,,,Random House Children's Books,9780307549112,07/08/2009,224,,3650,,,$5.99,,$5.99,
954,The Autobiography of Jenny X,Lisa Dierbeck,,,OR Books,2940013409125,11/30/2010,288,,3419,,,,,,
955,Stark Naked: The Autobiography of Graham Stark,Graham Stark,,,Music Sales Corporation,9780857128089,03/08/2012,,,509,,,,$10.49,$10.49,
956,The Autobiography of a Thief (Illustrated),Hutchins Hapgood,,,Lost Leaf Publications,2940149574872,04/13/2014,,,1218,,,$13.90,,$0.99,
957,"Autobiography of an Ordinary Guy - My 400,000 Years of Changing the Human Timeline: A Sci-fi Story?",William Joseph Bray,,,william bray,2940013566699,11/10/2011,,,2421,,,,,,
958,The The Compleated Autobiography,Benjamin Franklin: 1757-1790,,,Regnery Publishing,9781596985759,07/01/2007,480,,3102,,,$13.48,,$11.99,
959,Autobiography of Goethe: Truth and Poetry Relating to My Life,Johann Wolfgang von Goethe,John Oxenford,,The Floating Press,9781775411468,01/01/2009,,,3450,,,,,,
960,A Pilot's Story: An Autobiography of a Pilot,Don Volz,,,Trafford Publishing,9781466949850,08/27/2012,,,1179,,,$25.61,,$3.99,
961,The War with the Newts,Karel Capek,,,Theophania Publishing,9781770833401,09/07/2011,260,6.00(w) x 9.00(h) x 0.55(d),1033,1,5.0,$20.24,,$9.99,
962,A Still Untitled (Not Quite) Autobiography,Ron Moody,,,"Biteback Publishing, Ltd.",9781849545778,04/09/2013,272,,2133,,,,,,
963,A Song of Ascents: A Spiritual Autobiography,E. Stanley Jones,,,United Methodist Publishing House,9780687097920,12/01/1968,404,5.50(w) x 8.40(h) x 1.10(d),1895,,,$30.45,,,
964,As Long As I Have the Strength: The Autobiography of Rabbi Mika Weiss,Rabbi Mika M. Weiss,Burton A. Kittay,Peter Weiss,CreateSpace Publishing,9781434895295,04/10/2008,232,5.50(w) x 8.50(h) x 0.53(d),3665,,,,,,
965,The Vision: A Candid Autobiography of a Survivor of Nazis and Communists,T.W. Tib,,,Xlibris Corporation,9781462818976,08/15/2001,,,2385,,,$8.49,,$8.49,
966,Joseph Vance (Barnes & Noble Digital Library): An Ill-Written Autobiography,William De Morgan,,,Barnes &amp; Noble,9781411444492,03/22/2011,556,,1768,,,,,$1.99,
967,Autobiography of Anthony Trollope By Anthony Trollope,Anthony Trollope,,,HM,2940150505285,11/20/2014,,,3161,,,,,$0.99,
968,Bully! Three Autobiographies By Theodore Roosevelt,Theodore Roosevelt,,,Wilder Publications,9781604596199,01/04/2009,696,6.00(w) x 9.00(h) x 1.53(d),171,,,,,,
969,"Autobiography of Mark Twain, the authentic original version",Mark Twain,,,Unforgotten Classics,2940016310794,02/13/2013,,,1692,1,5.0,,,$0.99,
970,Experiment in Autobiography,H. G. Wells,,,Consumer Oriented Ebooks Publisher,2940149607044,04/22/2014,,,2121,,,,,,
971,A Surgeon's Story. The Autobiography of Robert T. Morris,Roger Gosden,,,Roger Gosden,2940046522891,01/14/2015,,,629,,,$14.77,,$3.99,
972,Autobiography of a Hippie,Christopher Totten,,,Lulu.com,9781435759466,12/11/2014,312,8.25(w) x 11.00(h) x 0.65(d),1285,1,5.0,,,,
973,Autobiography and Letters of Orville Dewey,William Carleton,,,B&amp;R Samizdat Express,2940000846087,03/01/2010,,,1667,,,,,,
974,The Autobiography of Th�r�se of Lisieux: The Story of a Soul,Th�r�se of Lisieux,,,Dover Publications,9780486121307,02/14/2012,224,,3062,,,$7.95,,$6.99,
975,Autobiography of Jamgon Kongtrul: A Gem of Many Colors,Richard Barron,Kon-Sprul,,"Shambhala Publications, Inc.",9781559391849,02/15/2003,544,6.36(w) x 9.28(h) x 1.74(d),1235,,,,,,
976,"Apollo and America's Moon Landing Program - Aiming At Targets - The Autobiography Of Robert C. Seamans, Jr. (NASA SP-4106) Incisive Commentary on Apollo, the Apollo 1 Fire, Space Program Management",Progressive Management,,,Progressive Management,2940032885078,12/01/2011,,,1970,,,,,,
977,My Life in Pieces: An Alternative Autobiography,Simon Callow,,,"Hern, Nick Books",9781780010120,04/15/2012,443,,68,,,,$37.12,$10.49,
978,Into the Fullness of the Void: A Spiritual Autobiography,Dov Elbaum,,,Longhill Partners,9781580237970,11/07/2013,,,2946,,,$18.99,,$10.49,
979,White Tiger: An Autobiography of Yang Xianyi,Yang Xianyi,,,"Chinese University Press, The",9789629960704,04/09/2003,328,5.80(w) x 8.40(h) x 1.00(d),2081,,,$28.00,$28.00,,
980,Spoken in Whispers: The Autobiography of a Horse Whisperer,Nicci Mackay,,,"Mainstream Publishing Company, Limited",9781780572987,08/12/2011,192,,3468,2,4.0,,$10.49,$10.49,
981,Autobiography of a Pocket Handkerchief,James Fenimore Cooper,,,B&amp;R Samizdat Express,2940000735459,09/01/2009,,,95,3,2.3,$9.99,,$0.99,
982,My Awesome Place: The Autobiography of Cheryl B,Cheryl Burke,,,Topside Press,9780983242253,10/28/2012,248,5.50(w) x 8.50(h) x 0.52(d),436,,,$14.13,$23.59,,
983,Jeanne Guyon: An Autobiography,Madame Guyon,,,Whitaker House,9780883684023,03/01/1997,220,0.46(w) x 8.50(h) x 5.50(d),2991,,,,,,
984,Outside the Magic Circle: The Autobiography of Virginia Foster Durr,Virginia Foster Durr,,,University of Alabama Press,9780817305178,06/28/1990,380,6.00(w) x 9.25(h) x 1.10(d),3236,,,$34.95,,,
985,"Works of Thomas Jefferson, Including His Presidential Papers, Correspondence, and Autobiography",Thomas Jefferson,,,B&amp;R Samizdat Express,9781455415588,09/03/2011,,,240,,,,,,
986,Make For The Hills: The Autobiography of the world's leading Counter Insurgency Expert,Sir Robert Thompson KBE CMG DSO MC,,,Pen and Sword,9781473816114,06/01/1989,,,3576,,,,,,
987,The Story I Tell Myself: A Venture in Existentialist Autobiography,Hazel E. Barnes,,,University of Chicago Press,9780226037349,04/15/2008,370,,8,,,$26.00,$32.00,$24.99,
988,Trial and Error: The Autobiography of Chaim Weizmann (Book One),Chaim Weizmann,,,Plunkett Lake Press,2940148867869,12/21/2013,208,,2892,,,,,$9.99,
989,An Autobiography: and Other Writings,Anthony Trollope,Nicholas Shrimpton,,OUP Oxford,9780191662782,10/09/2014,,,3431,,,,$29.95,$16.49,
990,"Autobiography of Oliver Otis Howard, Major-General, United States Army: Pt. 1. Preparation for Life. Pt. 2 the Civil War - Scholar's Choice Edition",Oliver Otis Howard,,,Scholar's Choice,9781294957263,02/08/2015,52,7.44(w) x 9.69(h) x 0.11(d),637,,,,,,
991,"99 Cent Best Seller Manifest Destiny ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing,,,Resounding Wind Publishing,2940150020702,09/18/2014,,,3462,1,5.0,,,,
992,The Unbelonger : The Autobiography of a Half-Jewish Girl in Hitler's Berlin,Ellen Ubelaker,Brian Wynn,,Australian eBook Publisher,9781925177015,02/10/2015,,,2919,,,,,,
993,"The Colored Cadet at West Point Autobiography of Lieut. Henry Ossian Flipper, first graduate of color from the U. S. Military Academy",Henry Ossian Flipper,,,MVB E-Books,9783655023549,01/01/2010,,,1120,1,5.0,,,,
994,King: My Autobiography,Ledley King,Mat Snow,,Quercus Publishing,9781782069065,09/12/2013,,,1062,,,$4.99,,$4.99,
995,The Day Gone By: An Autobiography,Richard Adams,,,Watership Down Enterprises,9781783015702,12/05/2014,,,1456,,,,$5.49,$5.49,
996,The Booker T. Washington Reader: Up From Slavery: An Autobiography; My Larger Education; Character Building; The Negro Problem,Booker T. Washington,,,"Wilder Publications, Inc.",9781633846586,06/10/2015,420,,2170,,,,,,
997,The Autobiography of Maud Gonne: A Servant of the Queen / Edition 1,Maud Gonne,,,University of Chicago Press,9780226302522,03/28/1995,396,6.00(w) x 9.00(h) x 1.30(d),3238,,,$22.60,$67.00,,
998,Silent Gesture: The Autobiography of Tommie Smith,Tommie Smith,Delois Smith,David Steele,Temple University Press,9781592136407,05/28/2008,288,5.96(w) x 10.28(h) x 0.69(d),1114,,,,,,
999,THE AUTOBIOGRAPHY OF METHUSELAH (A SATIRICAL LOOK),John Kendrick Bangs,F. G. Cooper,,TLC BOOKS,2940014702508,01/02/2012,,,466,,,,,,
1000,"The Autobiography Of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.: Edited with the addition of some supplementary Chapters",G. C. Moore Smith M.A.,,,Pickle Partners Publishing,9781908692542,03/03/2011,624,,2530,,,,,,
1001,The Autobiography of Tinker Bell,Katie Morris,,,Golgotha Press,2940012571557,05/03/2011,,,3539,5,5.0,,,,
1002,A Daughter of Han: The Autobiography of a Chinese Working Woman,Ida Pruitt,Lao T'Ai-T'ai Ning,,Stanford University Press,9780804706063,06/01/1945,264,4.90(w) x 7.90(h) x 0.80(d),781,,,$19.66,,,
1003,The Story of My Heart: an Autobiography,Richard Jefferies,,,B&amp;R Samizdat Express,2940000875308,03/01/2010,,,3343,2,4.0,$14.90,$21.95,$0.95,
1004,When Memory Speaks: Exploring the Art of Autobiography,Jill Ker Conway,,,Knopf Doubleday Publishing Group,9780307797230,06/08/2011,224,,281,,,$13.95,,$9.99,
1005,A Life Worth Living: Michael Smurfit's Autobiography,Michael Smurfit,,,Oak Tree Press,9781781190135,04/04/2014,328,,2894,,,$17.98,$27.32,$9.99,
1006,The Autobiography of Josephus (Formatted with TOC),Josephus,,,Charles River Editors,2940013173958,08/10/2011,,,2956,,,$5.99,,$0.99,
1007,Firebrand: The Autobiography of Benvenuto Cellini,Benvenuto Cellini,,,CreateSpace Publishing,9781494870225,01/02/2014,382,6.00(w) x 9.00(h) x 0.85(d),320,,,,,,
1008,"Inspired to Design: F1 cars, Indycars & racing tyres: the autobiography of Nigel Bennett",Nigel Bennett,,,Veloce Publishing,9781845845360,12/01/2013,176,10.30(w) x 12.40(h) x 1.00(d),3540,,,,,,
1009,Autobiography,Bertrand Russell,,,"Taylor &amp; Francis, Inc.",9780203864999,09/01/2009,768,,427,2,5.0,,,,
1010,You Can Go Home Again: An Autobiography,Patricia Claggett French,,,Xlibris US,9781456875213,02/24/2011,249,,2472,,,$19.99,$29.99,$8.49,
1011,Pasha: The Autobiography of TV's Hottest Dance Star,Pasha Kovalev,,,"John Blake Publishing, Limited",9781782197799,12/01/2013,256,,2896,,,,$27.95,$10.49,
1012,The Autobiography Of St. Ignatius,Saint Ignatius Loyola,,,Echo Library,9781406853124,09/14/2009,52,6.00(w) x 9.00(h) x 0.12(d),1223,,,,,,
1013,Niall Mackenzie: The Autobiography,Niall Mackenzie,,,HarperCollins Publishers,9780007378265,06/24/2010,464,,1129,,,$5.99,,$5.99,
1014,The Autobiography of Sergeant William Lawrence : A Hero of the Peninsular and Waterloo Campaigns (Illustrated),William Lawrence,,,"Five Star Publishing, LLC",2940016508542,06/21/2013,,,1735,,,,,$0.99,
1015,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,,,MVB E-Books,9783655257951,01/01/2010,,,1622,,,$23.99,,$2.99,
1016,Song of the Open Road: An Autobiography and Other Writings,Paul Weston,Jo Stafford,,BearManor Media,2940149105786,11/20/2013,220,,1359,,,$19.95,,$9.95,
1017,Fernando Bujones: An Autobiography,Fernando Bujones,Zeida Cecilia-Mendez,,Higher Educ. &amp; Technology Consultants,9780615284965,05/01/2009,342,6.50(w) x 9.30(h) x 1.10(d),1981,,,,,,
1018,GRACE OVER THE LONG RUN: An autobiography of a missionary and pastor who is not perfect,George Pontius,,,"iUniverse, Incorporated",9781450264532,12/14/2010,,,749,,,,,,
1019,"Reflections: An Autobiography: A story about family and friends, and Wyoming's Seventeenth State Auditor",Dave Ferrari,,,"iUniverse, Incorporated",9781491713051,11/11/2013,292,,1469,,,,,,
1020,Experiencing the Depth of Jesus Christ: The Autobiography,Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide,,,BookRags.com,2940013005020,08/20/2011,,,1225,,,,,,
1021,"Autobiography of an Unknown Football Player: A Message to My Grandchildren Rachael, Erin, and Proverb IV",Proverb G. Jacobs Jr. Ed D.,,,AuthorHouse,9781481763141,02/07/2014,856,6.00(w) x 9.00(h) x 1.90(d),1724,,,$31.95,$39.99,$3.49,
1022,Autobiography of a Goat,Jeremy Silman,,,Silman-James Press,9780989928908,10/28/2013,252,5.50(w) x 8.50(h) x 0.57(d),2672,,,,,,
1023,THE WOODCHOPPER: An African Cultural Autobiography,WILLIAM C. ONYEBEKE,,,Xlibris US,9781465319388,01/27/2010,195,,627,,,$18.23,,$8.49,
1024,David Hume on Money and Interest (Illustrated and Bundled with Autobiography,David Hume),,,www.WealthOfNation.com,2940151609586,03/29/2015,,,2593,,,,,,
1025,just a simple seaman: an autobiography,no one famous,,,AuthorHouse,9781467013956,04/12/2012,356,,3600,,,$23.75,,$4.49,
1026,Life of David Crockett: An Autobiography,David Crocket,,,"Standard Publications, Incorporated",9781594622502,07/13/2006,428,7.50(w) x 9.25(h) x 0.87(d),1438,,,,,,
1027,Shearer Wonderland: Duncan Shearer: The Autobiography,Duncan Shearer,,,Black &amp; White Publishing,9781845025984,10/05/2011,256,,235,,,$2.90,,$2.90,
1028,Football in the Blood: My Autobiography,Tommy McLean,,,Black &amp; White Publishing,9781845027483,10/24/2013,256,,2091,1,5.0,,,,
1029,Journey Out of Silence: Second Edition: An Autobiography,William L. Rush,,,Lulu.com,9781257192694,06/14/2011,,,2,,,,,,
